No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Referensi & Sumber Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Olahan Sampah,Jenis Bahaya,Detail Bahaya,Metode Pengumpulan,Standar Regulasi
5164,tutup_botol_aluminium_64,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5165,tutup_botol_aluminium_65,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5166,tutup_botol_aluminium_66,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5167,tutup_botol_aluminium_67,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5168,tutup_botol_aluminium_68,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5169,tutup_botol_aluminium_69,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5170,tutup_botol_aluminium_70,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5171,tutup_botol_aluminium_71,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5172,tutup_botol_aluminium_72,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5173,tutup_botol_aluminium_73,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5174,tutup_botol_aluminium_74,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5175,tutup_botol_aluminium_75,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5176,tutup_botol_aluminium_76,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5177,tutup_botol_aluminium_77,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5178,tutup_botol_aluminium_78,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5179,tutup_botol_aluminium_79,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5180,tutup_botol_aluminium_80,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5181,tutup_botol_aluminium_81,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5182,tutup_botol_aluminium_82,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5183,tutup_botol_aluminium_83,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5184,tutup_botol_aluminium_84,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5185,tutup_botol_aluminium_85,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5186,tutup_botol_aluminium_86,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5187,tutup_botol_aluminium_87,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5188,tutup_botol_aluminium_88,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5189,tutup_botol_aluminium_89,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5190,tutup_botol_aluminium_90,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5191,tutup_botol_aluminium_91,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5192,tutup_botol_aluminium_92,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5193,tutup_botol_aluminium_93,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5194,tutup_botol_aluminium_94,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5195,tutup_botol_aluminium_95,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5196,tutup_botol_aluminium_96,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5197,tutup_botol_aluminium_97,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5198,tutup_botol_aluminium_98,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5199,tutup_botol_aluminium_99,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5200,tutup_botol_aluminium_100,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5201,tutup_botol_aluminium_101,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5202,tutup_botol_aluminium_102,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5203,tutup_botol_aluminium_103,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5204,tutup_botol_aluminium_104,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5205,tutup_botol_aluminium_105,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5206,tutup_botol_aluminium_106,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5207,tutup_botol_aluminium_107,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5208,tutup_botol_aluminium_108,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5209,tutup_botol_aluminium_109,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5210,tutup_botol_aluminium_110,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5211,tutup_botol_aluminium_111,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5212,tutup_botol_aluminium_112,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5213,tutup_botol_aluminium_113,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5214,tutup_botol_aluminium_114,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5215,tutup_botol_aluminium_115,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5216,tutup_botol_aluminium_116,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5217,tutup_botol_aluminium_117,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5218,tutup_botol_aluminium_118,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5219,tutup_botol_aluminium_119,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5220,tutup_botol_aluminium_120,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5221,tutup_botol_aluminium_121,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5222,tutup_botol_aluminium_122,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5223,tutup_botol_aluminium_123,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5224,tutup_botol_aluminium_124,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5225,tutup_botol_aluminium_125,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
5226,tutup_botol_aluminium_126,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,Tidak,80-100 tahun,80–200 th | USEPA (2020); Aluminum Association (2021); Tchobanoglous,Ya,Ya,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Daur ulang aluminium,Fisik,Pinggiran kaleng yang terbuka tajam,Pengepul,PP No. 101/2014 (B3)
